fea1,fea2,fea3,fea4,ans
1.819654881540915e-05,1.2688347836481434e-05,3.419961159295656e-05,1.695977617195785e-05,0.6547
1.874711188288579e-05,4.86920525189627e-06,2.0613403518437726e-05,1.2807895669579043e-05,0.6547
2.0677857162427343e-05,1.03155614517017e-05,3.657114245001148e-05,2.1068970367136116e-05,0.6547
7.475456777917847e-06,5.361171378612558e-06,7.953628000160394e-06,5.4723855934411145e-06,0.6547
1.4659963311469314e-06,3.843933385160018e-06,4.526489910106114e-06,2.8412715374425787e-06,0.6547
4.850880421002818e-06,3.522748678735227e-06,1.5887250056689587e-05,7.065066864707399e-06,0.6547
7.671994238193011e-06,6.726724790415649e-06,1.5881649460655363e-05,7.412055282520083e-06,0.6547
6.648949768962855e-06,4.725252656146297e-06,1.8723567267536723e-05,8.244536929008591e-06,0.6547
1.476159417895271e-05,1.1891795808359445e-05,7.566551927063455e-06,6.020095034309651e-06,0.6547
8.758757404134834e-06,6.072083881127642e-06,1.045440041103742e-05,5.794053914688668e-06,0.6547
5.751208475467492e-06,4.907416643480363e-06,1.878254035887467e-06,2.3305760340317966e-06,0.6547
2.3525912424941975e-06,3.551975337191355e-06,8.737195705909496e-06,4.166223455949584e-06,0.6547
1.184949332116789e-06,1.7693626314369727e-06,8.519476334565493e-06,3.325065377730982e-06,0.6547
2.2365554374794998e-06,5.7099091498669605e-06,1.2831829159467485e-05,7.349216836534828e-06,0.6547
5.175178778708833e-06,1.85306766712872e-06,1.30345277551968e-05,6.829611971502873e-06,0.6547
4.153060398797587e-06,2.6768221317500056e-06,2.049115999203772e-06,1.1250025421482902e-06,0.6547
1.753596419344795e-06,1.7432990852795934e-06,8.266030712864625e-06,3.917306838597052e-06,0.6547
4.01709352949561e-06,3.960817936406491e-06,1.157914663635831e-05,4.724453556593898e-06,0.6547
6.115499716257254e-07,7.221467167246613e-07,2.039491433624408e-06,1.1042660829096352e-06,0.6547
1.7407636181740728e-06,1.7874325414670802e-06,7.239324216099648e-07,1.8440861153719711e-06,0.6547
3.1668084555710334e-06,3.285157691013025e-06,5.175485913288772e-06,1.6895510653881352e-06,0.6547
3.396228450025271e-06,1.8491246104048537e-06,7.836058754152633e-06,2.4586778194209842e-06,0.6547
1.8564305313079761e-06,3.17721334189726e-07,4.859089776985546e-06,2.685048306399449e-06,0.6547
2.8131559122851763e-06,2.8692364959266857e-06,3.540207850156534e-06,2.7648007292767746e-06,0.6547
1.1371989307009422e-06,1.5521961943852961e-06,4.778689656488049e-06,1.357896676578139e-06,0.6547
