fea1,fea2,fea3,fea4,ans
2.7132367359820158e-06,5.2760851055384926e-06,2.8543068424836273e-05,1.718244642101089e-05,0.4148
5.153851161099672e-06,1.942774779072247e-06,5.94335525176563e-06,3.173418185111465e-06,0.4148
1.163632680551278e-06,5.029951850939636e-07,1.053411732391166e-06,1.3493924647878892e-06,0.4148
2.9940060336077684e-06,1.9910467131119435e-06,1.4666218942828619e-05,1.2439353605086566e-05,0.4148
2.1946122938212486e-06,1.4984000607300678e-06,6.444014084728457e-06,4.698642291008229e-06,0.4148
5.276648514428192e-06,6.133420433458821e-06,1.3008098018684237e-05,9.051078048010692e-06,0.4148
6.581274922743082e-06,4.562533810477246e-06,1.9738323833953775e-06,5.937294322660003e-07,0.4148
2.4326816011971165e-06,1.930879853776232e-06,7.214666015487528e-06,4.643963084691775e-06,0.4148
7.744253107187006e-06,3.093305384399512e-06,1.4401290178928364e-05,1.3048000323559856e-05,0.4148
3.219437053734394e-06,4.728276350573136e-06,9.006529791791475e-06,4.79688499680068e-06,0.4148
2.230019808873209e-06,9.76292027792223e-07,7.777997713416655e-06,6.519962040604678e-06,0.4148
4.752404530811673e-06,2.6314850631732083e-06,8.247121238184103e-06,5.944866867474872e-06,0.4148
2.332042800850452e-06,2.3466266859981214e-06,9.550322258258123e-07,1.6824737091832636e-06,0.4148
2.584157254182315e-06,2.2136504951579905e-06,2.699518524555474e-06,2.576374566101341e-06,0.4148
1.3471653265305384e-06,1.9130687997873243e-06,4.6205186644471275e-06,4.4326397954785924e-06,0.4148
3.431736656552613e-06,2.6236391685140164e-06,8.195307344468494e-06,6.06541447945275e-06,0.4148
1.0438850420167755e-06,9.049594094672255e-07,6.793210973695849e-06,5.020338826993075e-06,0.4148
1.4062766412333396e-06,6.220267805632949e-07,9.104673249812314e-06,5.215398757891338e-06,0.4148
2.528221828193445e-06,2.113240477464561e-06,6.680358652325273e-06,3.49670809295826e-06,0.4148
1.8793053472377458e-06,2.0932673231158073e-06,6.928837577925456e-06,3.6399342700199062e-06,0.4148
4.000495369515036e-06,3.2533053496994155e-06,2.1189693323068047e-06,1.4132437469041536e-06,0.4148
5.771460087944269e-07,3.3780132009317864e-07,7.093602729369517e-06,4.026355477102658e-06,0.4148
3.6495064804117247e-06,2.1701523532674408e-06,1.5894199728359576e-06,9.374661313246488e-07,0.4148
2.102772960940775e-06,2.964644580120499e-06,6.4491340232287684e-06,4.071337725246255e-06,0.4148
3.215785030117343e-06,1.1279981683408363e-06,8.538754916143696e-06,5.438793049335121e-06,0.4148
2.3669076160148077e-06,1.2911401268806874e-06,2.3993883678761837e-06,1.3193605818143155e-06,0.4148
1.087406136578294e-06,1.2157861706472254e-06,8.944405384148662e-07,1.105295853946742e-06,0.4148
2.9064358762884716e-07,8.041619021773114e-07,4.8891755573466735e-06,3.0590500377516227e-06,0.4148
1.7307253429838462e-06,1.8160510563552113e-06,2.927962632077149e-06,2.9685299541833937e-06,0.4148
1.5366921118811308e-06,9.60934584020791e-07,3.346147393169855e-06,2.3318191149595985e-06,0.4148
2.1367680002008726e-06,3.928011037185161e-07,4.6060982809659135e-06,3.1643390707053904e-06,0.4148
1.822490594322963e-06,1.632482057587413e-06,4.1027932058154815e-06,1.996010663015396e-06,0.4148
1.3632226281205292e-06,1.9740595813491127e-07,5.870662865629326e-06,4.377409124317288e-06,0.4148
3.7912028663452636e-06,3.364825600837477e-06,2.24483476542145e-06,2.1257372252243257e-06,0.4148
7.70284979262462e-07,1.52647877693626e-06,3.1224220978157164e-06,1.5255759560004446e-06,0.4148
1.6077417597418626e-06,1.349290421076276e-06,1.3087319930587243e-06,7.041836801756148e-07,0.4148
2.1207531865160374e-06,1.7291938629199748e-06,1.7752100384859722e-06,8.196471225067727e-07,0.4148
