fea1,fea2,fea3,fea4,ans
1.4136304153039754e-06,1.3137870738217543e-06,1.4182782426140007e-05,8.753601379725448e-06,0.6367
5.044831255732125e-06,2.9189484116104766e-06,9.2775853517464e-07,1.2474545053066905e-06,0.6367
6.022276232935041e-07,2.670995833403134e-07,9.036115991266747e-06,6.5003681802361035e-06,0.6367
2.6394922906742785e-06,1.8238272775865474e-06,1.1528579711475727e-05,8.617589770380433e-06,0.6367
2.978807712214406e-06,2.7367930586292686e-06,2.9619862208326327e-06,3.205358592821279e-06,0.6367
1.7377268548072354e-06,5.325894954513077e-07,7.071275242220979e-06,3.6318252632543966e-06,0.6367
3.9394090844390943e-07,1.5389913352522706e-06,2.692592747345149e-06,1.1980590959984087e-06,0.6367
3.1949043763263723e-06,2.0038197583734463e-06,6.810900841280582e-06,5.5341027381706946e-06,0.6367
2.2344376466403172e-06,2.133475561048877e-06,2.9334283838732985e-06,1.3984897294498064e-06,0.6367
5.710677460324177e-06,5.108292384556364e-06,1.2780245488177278e-05,8.731223005554637e-06,0.6367
4.251646631637087e-06,2.0825712784889663e-06,4.255426713743068e-06,3.709074644511044e-06,0.6367
2.3521656102555758e-06,8.176969149446351e-07,2.457527698889874e-06,3.0992359298948413e-06,0.6367
4.178244904444683e-06,3.4512028499068675e-06,6.259137590262769e-06,5.226554938852643e-06,0.6367
1.9137734626454157e-06,2.0029730435797863e-06,4.841082089676244e-06,3.1800219305253584e-06,0.6367
2.173040388062706e-06,1.7032965672702319e-06,5.2355766818753e-06,3.5500809898557664e-06,0.6367
3.623759836416642e-07,4.930316447099475e-07,4.638044372778895e-06,2.2772040565782667e-06,0.6367
2.1694835129115223e-06,1.8072568101826706e-06,5.92107481936909e-06,4.3098825815993455e-06,0.6367
3.674704514706492e-06,3.5095193608680575e-06,1.3126096679912361e-05,9.242876372957103e-06,0.6367
7.691138501908903e-07,1.0335936773444506e-06,4.1572851129469635e-06,2.963126580402026e-06,0.6367
1.0090324081345864e-06,5.283241850761971e-07,6.711338782501613e-06,4.4490221900111464e-06,0.6367
8.974637721548389e-07,5.95947782134808e-07,2.2017608247513716e-06,1.909546363514514e-06,0.6367
3.263230323496327e-07,1.0170627241694524e-06,5.3683518850423135e-06,3.1371865176915206e-06,0.6367
1.6917339096933472e-06,1.5467630046608397e-06,3.560760590624162e-06,2.553361059858079e-06,0.6367
2.5700230186568887e-06,2.2553645391784523e-06,2.0108453529971256e-06,1.4572160966162403e-06,0.6367
1.0099485391986918e-06,1.2154216665515043e-06,2.238411405098737e-06,1.5557655195578266e-06,0.6367
