fea1,fea2,fea3,fea4,ans
3.5456788053775025e-06,3.030326117341244e-06,8.372531395524725e-06,4.917038538345262e-06,0.5549
8.319992122123226e-06,7.5677774407488204e-06,3.549298532506513e-06,7.496594941337207e-07,0.5549
1.4852403726148205e-06,2.2722932947145e-06,3.0860413829818913e-06,2.7113057057935094e-06,0.5549
5.727578415998049e-06,5.5077928783602616e-06,2.1117389220239287e-06,1.725244675594772e-06,0.5549
5.771365441990048e-06,4.486616078280549e-06,1.2349596920258383e-05,6.723125134115631e-06,0.5549
2.3004556600141848e-06,3.2201204980159923e-06,8.275137281191241e-06,3.1765914623123734e-06,0.5549
2.1119882818631363e-06,4.017467353565559e-06,7.922289081070398e-06,4.927581724597062e-06,0.5549
2.07778637732285e-06,1.7257731552601678e-06,6.817364477417381e-06,3.8777295378965395e-06,0.5549
1.2287646541985328e-06,2.7580359986742937e-06,2.8027912636412533e-06,4.219751401429407e-06,0.5549
3.179717080268535e-06,4.076121542669104e-06,3.5621439221617524e-06,3.1633052789561885e-06,0.5549
4.594211980305892e-06,2.6331128563655776e-06,8.387213319836741e-06,3.976407985476526e-06,0.5549
5.209873468008139e-06,4.3822735703737355e-06,6.497969526637624e-06,3.970097652679319e-06,0.5549
4.493764968699877e-06,4.2584068503269384e-06,7.018694256351481e-07,1.5682607782439331e-06,0.5549
1.5651369899622282e-06,2.120182193115844e-06,4.4001208285404885e-06,3.789278016513341e-06,0.5549
1.1715473233500442e-06,6.929757102352228e-07,3.825882069043587e-06,1.0140148814049072e-06,0.5549
2.9159919936275754e-06,1.0632732585256496e-06,4.881320310250854e-06,6.282424181346972e-07,0.5549
1.6646431773804213e-06,1.198222023607414e-06,5.358845915449849e-06,2.5175391537436e-06,0.5549
7.670144412608466e-06,6.306694587020072e-06,8.839080547309163e-06,4.290838490255001e-06,0.5549
1.5369425423301737e-06,5.151486400688278e-07,3.1469591259506327e-06,2.887296085151491e-06,0.5549
8.310836879901296e-07,4.347228820281737e-07,2.146963341533407e-07,4.540368504253087e-07,0.5549
2.076001836529023e-06,2.2596676111589877e-06,4.806780386684524e-06,3.3626049561936215e-07,0.5549
3.84957437753579e-06,2.753525090331256e-06,5.2264784034540795e-06,3.0194450107257783e-06,0.5549
3.4564430724304723e-06,3.4540865097208405e-06,4.962052800716205e-06,3.507079639920016e-06,0.5549
4.3766685787341036e-07,2.122428676951441e-06,3.079171338579172e-06,1.1584602267486345e-06,0.5549
1.0067594033394244e-06,1.8636425512785768e-06,3.5843572669628915e-06,1.6754459914444212e-06,0.5549
2.5978271173856176e-06,2.3964273859721335e-06,6.0335207061391305e-06,2.625325695628676e-06,0.5549
1.561017554804382e-06,8.582082224506426e-07,1.7020025370796416e-06,7.517745046388664e-07,0.5549
