fea1,fea2,fea3,fea4,ans
8.196977963848052e-06,4.1050848439715875e-06,1.216765156790945e-05,5.50440862762978e-06,0.7149
4.9905445023091736e-06,5.2816038867398175e-06,8.141992932674303e-06,3.551923433752425e-06,0.7149
1.3278727452184538e-06,7.243350761384611e-07,6.435359842896184e-06,5.024783599967724e-06,0.7149
1.391523169319443e-06,4.400166439662609e-06,4.20103185283937e-06,7.393293570941287e-07,0.7149
5.122945119978562e-06,5.178169806055585e-06,3.1963345442608287e-06,3.4279219385197314e-06,0.7149
3.0298209078969684e-06,3.3387944254206896e-06,8.204306356331443e-06,2.077623760241394e-06,0.7149
1.2975781920536068e-06,2.0455161439762533e-06,2.811458266671045e-06,1.8821368426796808e-06,0.7149
3.078377243285322e-06,3.833256223225737e-06,3.391965052861159e-06,1.6281464313204822e-06,0.7149
4.085041390057459e-06,6.467135249124042e-06,4.27662173052973e-06,2.7762626608984496e-06,0.7149
4.1984990342474245e-06,4.5400235803799495e-06,3.741897170484991e-06,4.4407203001660795e-06,0.7149
4.137394790142666e-06,6.12205903231473e-06,6.169763306508684e-06,1.9538638204813397e-06,0.7149
6.258482889049233e-06,8.441525013979625e-06,9.872496140607764e-06,6.070020594602021e-06,0.7149
3.376960413923895e-06,2.299833691388113e-06,7.495226965054117e-06,4.435770050423116e-06,0.7149
2.66394912271089e-06,2.037819476298798e-06,4.029370038430579e-06,2.5427658018068187e-06,0.7149
2.2137495998537945e-06,4.535409800505023e-06,5.743469108742085e-06,2.8854708398003046e-06,0.7149
1.7381136342054873e-06,3.1937762502540915e-06,2.101227775146538e-06,3.578764084659909e-07,0.7149
2.4850989550161265e-06,4.4569483155416613e-07,2.0057649694728127e-06,2.05954764558298e-06,0.7149
1.3070667169683072e-06,4.470138229821396e-07,7.224190767004825e-06,3.228481244064139e-06,0.7149
2.2183188247565576e-06,2.481411108291428e-06,6.987142318353202e-06,2.7319066021077266e-06,0.7149
1.0582131896618582e-06,9.604361917799742e-07,5.420940741834881e-06,1.6487632908485917e-06,0.7149
1.385820102633412e-06,2.669308487888373e-06,5.504848366228828e-06,3.0052647690150258e-06,0.7149
2.026335757420844e-06,2.459481984906707e-06,7.279261236606297e-07,1.5143274456394262e-06,0.7149
2.7651663214027078e-06,3.707514820095211e-06,4.387636960814313e-06,2.9181753787278903e-06,0.7149
1.929961498748373e-06,2.881260023497735e-06,1.893893718007524e-06,7.489403448860846e-07,0.7149
3.1399385724466603e-06,3.246541488024992e-06,1.3711473318982756e-06,7.415329668280934e-07,0.7149
7.499980929584002e-07,6.403168740750666e-07,1.1170684073127637e-06,1.8091782262818493e-06,0.7149
3.8099177897607425e-06,2.853187032753845e-06,5.087056141522631e-06,3.4619253897584413e-06,0.7149
3.0970407649796163e-06,3.9247973836696384e-06,6.72312432363998e-06,2.747580112086409e-06,0.7149
1.220451035363558e-06,2.949238690792687e-06,3.1472256723769183e-06,1.2371994827303116e-06,0.7149
1.6346083300067785e-06,1.0955075067927392e-06,1.4257317426527256e-06,3.471659519164245e-07,0.7149
2.586899275672922e-07,2.1475950367839165e-06,1.1261435747105634e-06,1.855454578620234e-06,0.7149
1.1075872241570706e-06,1.6515838583171544e-06,1.1212249315246474e-06,3.239253100623816e-07,0.7149
1.2014582406623637e-06,1.983195996728136e-06,2.225415087067354e-06,1.0647891662907231e-06,0.7149
8.187092547988615e-07,1.5559257885259884e-06,1.9140416528134787e-06,1.0317872753446288e-06,0.7149
1.1315405124218979e-06,1.2610409784843807e-06,1.961938804503172e-06,1.1400881960038238e-06,0.7149
1.925125108873935e-06,1.6133292294809344e-06,1.1950724544689043e-06,8.781189611598845e-07,0.7149
1.760998227609925e-06,1.6547598432945912e-06,5.015148556615119e-06,2.7586734187959876e-06,0.7149
1.3509600196915122e-06,2.9900232839062067e-06,1.860352328619089e-06,1.4293556587094103e-06,0.7149
3.1087194632582777e-06,3.243052499063115e-06,1.8560306544048344e-06,7.432458327263579e-07,0.7149
5.541523794290293e-06,2.4460151001373456e-06,2.4796078703844872e-06,2.287359009356855e-06,0.7149
1.46863270747674e-06,2.379470911827711e-06,3.830983620778543e-06,1.3821194725375775e-06,0.7149
3.0307165280905955e-06,3.6833466256022125e-06,3.3050131851696814e-06,1.3807283051163256e-06,0.7149
1.7121056685913538e-06,1.9631690042338157e-06,2.3442632176577474e-06,1.7803882986890323e-06,0.7149
1.1334188908414306e-06,6.135728084597178e-07,2.2634210674466647e-06,4.3732197446633157e-07,0.7149
2.3438031924970182e-06,1.4226356544400945e-06,2.1184644786324636e-06,1.3355452500103791e-06,0.7149
3.8808324839651486e-07,8.177753624225238e-07,1.5560030648389738e-06,7.749863125938472e-07,0.7149
8.53271931632648e-07,1.7334888050086793e-06,1.7455193398119358e-07,2.1346929827366426e-07,0.7149
1.2064182438404295e-06,1.7150183186779601e-06,1.9195739617888173e-06,2.317128244554369e-06,0.7149
1.0568328875629603e-06,1.9529905077158993e-06,1.294947738498121e-06,1.3219313007348015e-06,0.7149
8.468348550289282e-07,1.3966780622321147e-06,2.8453300033923213e-06,1.5616995584619304e-06,0.7149
1.5289277777164657e-06,1.331916698669605e-06,1.703337063840488e-06,1.8177618220195724e-06,0.7149
7.683585251870489e-07,2.7139012989929614e-07,1.3756358536422246e-06,1.0647799948911458e-06,0.7149
1.3152180557501922e-06,2.6584002381970457e-06,2.243016374789283e-06,6.712827869794477e-07,0.7149
2.1526332845534377e-06,2.31037386883942e-06,1.1433672570928395e-06,3.9427074182787516e-07,0.7149
2.20307765155154e-06,2.1402186175604634e-06,3.868884377467381e-06,1.5059435160198192e-06,0.7149
1.1674865312710304e-06,6.168491494316225e-07,4.0727201323542997e-07,1.5153924699558596e-06,0.7149
3.195149409967947e-06,3.988724527838042e-06,3.791104749256476e-06,3.5901425826926826e-06,0.7149
6.766949674247195e-06,9.341746330864722e-06,7.393420441361808e-06,6.4152256738245165e-06,0.7149
1.712606751987562e-06,2.269228163511898e-06,2.0303882092439522e-06,1.8775233461176927e-06,0.7149
6.616222029568583e-07,8.786090278433065e-07,1.3591627932450683e-06,7.541114345666464e-07,0.7149
3.313326452016115e-07,1.2071406844614462e-06,1.036253020816998e-06,1.595684557209424e-07,0.7149
3.5283374645103377e-07,2.82485956773129e-06,1.1728666082345718e-06,8.666431611330605e-07,0.7149
1.2656028483186207e-06,4.78517331512191e-07,8.382886528789666e-07,7.167272411372669e-07,0.7149
1.565691281073746e-06,2.2123241170558327e-06,8.333370546126405e-07,1.4845986221821674e-06,0.7149
2.4985462490811414e-06,2.896367040880637e-06,3.225550793586285e-06,1.4125465769160646e-06,0.7149
2.074905229030235e-06,1.6930085294450483e-06,2.888456692297519e-06,1.1560299558861908e-06,0.7149
8.842117230399719e-07,1.3549279256870825e-06,2.8594519101577935e-06,1.6509500759456748e-06,0.7149
2.1318263587672816e-06,1.7911571347494184e-06,2.6368050435492937e-06,2.5458653912666044e-06,0.7149
1.1031644576691884e-06,1.469182989769726e-06,8.647650079682438e-07,4.6636046024818947e-07,0.7149
1.4288799074046275e-07,1.0715903562607284e-06,2.6955697733667183e-06,2.1466587147795957e-06,0.7149
1.4494935704170483e-06,3.291494618076485e-07,1.167692183571207e-06,8.963669065382697e-07,0.7149
1.128729039094721e-06,1.2273645020052195e-06,2.4863648256715318e-06,1.5852671089627995e-06,0.7149
4.335148917838698e-07,2.2923142942697936e-06,2.1113994723705214e-06,4.24451797927534e-07,0.7149
2.2644021411761895e-06,3.232374992990635e-06,3.172815630258622e-06,1.1949594534556688e-06,0.7149
1.406665175349905e-06,7.504166314414324e-07,7.621280501466585e-07,3.066329127257231e-07,0.7149
2.329875441127638e-06,2.5728692940721437e-06,3.402280423105944e-06,2.6106365125866223e-06,0.7149
1.4199021355451313e-06,1.964999071027039e-06,1.2518032322789456e-06,7.120729783938402e-07,0.7149
1.4550824288444097e-06,2.893657189447405e-07,5.608690320855228e-07,1.0201938061331627e-06,0.7149
2.0552011088712077e-06,1.7882681039148815e-06,1.2567121779563258e-06,1.0942910451839767e-06,0.7149
7.12576399361136e-07,6.317186141064819e-07,7.776280599398687e-07,8.048723309734262e-07,0.7149
6.296189907070894e-07,4.0877729985876534e-07,1.0227889034100934e-06,4.380768340819436e-07,0.7149
1.5584532752224027e-06,1.3666250697563055e-06,3.1624637138149026e-06,1.41513314691569e-06,0.7149
1.994307265953972e-06,1.935849821672537e-06,3.5243161266227968e-06,1.4936970238469617e-06,0.7149
3.730538140806038e-07,7.614729953082344e-07,1.0480932657405465e-06,8.19031118873517e-07,0.7149
1.36008016019103e-06,2.7340596104700415e-06,1.083809224718592e-06,3.7134944618969885e-07,0.7149
1.275203698373486e-06,2.3671358446328304e-06,2.6335373392440983e-06,1.8373017006428237e-06,0.7149
1.0951252142611692e-06,4.962531784709133e-07,1.274199826292144e-06,1.8760532130959317e-06,0.7149
1.7583061931118711e-06,1.0924675884213808e-06,2.0487050277885793e-06,1.28481671459782e-06,0.7149
8.049686886224362e-07,1.2672874866649196e-06,1.0649011279355484e-06,1.5263823431660326e-07,0.7149
2.143409922484468e-06,2.3252730529397687e-06,2.4015905379779587e-06,1.7331091713769694e-06,0.7149
1.166116864509394e-06,9.021096823037007e-07,7.98245864878619e-07,6.68351898002702e-07,0.7149
3.56414923859284e-07,5.676564639713123e-07,5.874939997048825e-07,8.231007452978705e-07,0.7149
9.856898735522962e-06,9.882792384181562e-06,1.0769365863392148e-05,7.441085896616298e-06,0.7149
3.003259328991212e-06,3.3155210554275125e-06,3.695680923126502e-06,2.8369060256684446e-06,0.7149
9.555972620243387e-07,4.196186299910132e-07,1.089315361204517e-06,1.4822761849743723e-06,0.7149
7.265389460304015e-07,4.832090966222661e-07,4.907325361963821e-07,8.339298847959069e-07,0.7149
1.5207672623486864e-06,2.480107462522713e-06,3.268114778099131e-06,1.3433329609098775e-06,0.7149
2.764915454835006e-06,2.6173902836145077e-06,3.848261701503993e-06,1.8423088713506558e-06,0.7149
1.6120408368782015e-06,1.014679941457847e-06,2.9297305660686946e-06,1.6499385033902993e-06,0.7149
1.5996714574716447e-06,3.7676362178530616e-07,1.76783579424847e-06,1.0485903065806792e-06,0.7149
5.024833868943807e-07,5.867093471673561e-07,1.3487565444604372e-06,1.0153163001596114e-06,0.7149
8.269347282659303e-07,5.19470355661673e-07,1.7817188792822983e-06,1.4008825464621528e-06,0.7149
9.860862469434059e-07,1.5340795638971944e-06,1.9990070283218995e-06,1.4020165478248956e-06,0.7149
1.3590774719971384e-06,1.357775758061261e-06,2.5410304070573282e-06,1.1332282141204581e-06,0.7149
2.13384141129317e-06,2.431741150098611e-06,2.9923688516481294e-06,1.4299288966719862e-06,0.7149
2.1264215678123237e-06,3.254757183259202e-06,4.134551611441252e-06,2.417592368764756e-06,0.7149
5.744328949241721e-06,5.083970743893901e-06,5.808223076022372e-06,3.984713880960241e-06,0.7149
2.4333112130956863e-06,1.9114069902723276e-06,2.2293265420912787e-06,1.7049444302327566e-06,0.7149
2.8763132617011956e-07,7.966192600049995e-07,1.5217663185543183e-06,3.9584198550217373e-07,0.7149
2.316248209193801e-06,2.2820262885270904e-06,3.366397636991827e-06,1.3822579876719083e-06,0.7149
7.526241592285806e-07,7.037025694951978e-07,5.058246241843911e-07,1.4082303476151289e-06,0.7149
1.0055387463262478e-06,1.2084518541304077e-06,8.638963320118042e-07,3.8653815607411374e-07,0.7149
2.0355779454319177e-06,2.078345647386896e-06,1.6540517293834574e-06,9.061185345773765e-07,0.7149
5.0335328792581355e-06,4.6165087554080635e-06,6.3954980541584315e-06,3.6516028615328434e-06,0.7149
4.797972381233037e-06,4.652456724861736e-06,7.660930963201578e-06,3.6964589758629326e-06,0.7149
1.677089021342515e-05,1.6913957309006815e-05,2.3530378735070273e-05,1.1248613736198674e-05,0.7149
5.168378110526029e-06,5.677451900099598e-06,9.395609495645778e-06,4.624991460447089e-06,0.7149
4.283721292891295e-06,3.8033260754340806e-06,4.8008260896514945e-06,2.9161942751325194e-06,0.7149
1.4947030826873484e-06,1.4935299170718354e-06,2.8163601262664887e-06,1.4758760389033954e-06,0.7149
2.547653510394186e-06,2.9443730919480815e-06,3.0976957358871877e-06,9.843263449793633e-07,0.7149
9.948638021224522e-06,1.1036198923785624e-05,1.530568225613455e-05,5.194159796832043e-06,0.7149
9.215986356054133e-07,9.747471388876442e-07,1.111644281242606e-06,1.3426212965746708e-06,0.7149
2.0615055169736192e-06,1.6411700293089333e-06,9.24593891911214e-07,8.066987649373416e-07,0.7149
1.7278917053995873e-06,2.009666723450959e-06,3.374077700357827e-06,2.560809222058124e-06,0.7149
1.0794874547073903e-06,1.3421958924917056e-06,1.8857343689465262e-06,9.276041633705891e-07,0.7149
3.146410263018147e-07,4.775843144422155e-07,1.1766968589606232e-06,6.762591701463255e-07,0.7149
1.0077922913470817e-06,1.9685182117643972e-06,2.508933951851475e-06,2.2097719457546917e-06,0.7149
4.936411021646295e-07,5.72849500087897e-07,6.040587850855231e-07,7.427049684949481e-08,0.7149
9.380452475026559e-07,1.526339617749021e-06,1.5075109227515226e-06,1.1307013623292795e-06,0.7149
8.731236034053352e-07,2.247276861073594e-06,1.5804895260319794e-06,5.900944552361838e-07,0.7149
1.1818328386479749e-06,2.685809884588399e-06,2.187569540044023e-06,1.5814969326189159e-06,0.7149
2.8093117677685125e-06,2.124773216712277e-06,2.510900572521421e-06,9.68250470679647e-07,0.7149
6.428101132057367e-07,8.152849174862375e-07,1.5208967895394251e-06,1.1601496585048419e-06,0.7149
1.95026102749918e-06,1.7836819734333595e-06,2.2515352435758067e-06,6.057604772957116e-07,0.7149
1.7607201011654157e-06,1.6087530874163331e-06,2.135927950572305e-06,1.7855546505424688e-06,0.7149
2.181052549572435e-07,1.0028394746867682e-06,1.179282928938581e-06,2.783795477293074e-07,0.7149
1.4713208420374232e-06,1.0199468077433096e-06,9.3671540576912e-07,2.754334349852727e-07,0.7149
1.3342212092213052e-06,2.041507100928247e-06,2.046546752416665e-06,8.882075553121186e-07,0.7149
8.305789111781261e-07,7.902047450442869e-07,1.5604518611028953e-06,2.827193663453793e-07,0.7149
4.1855036500509083e-07,1.314159332083268e-06,9.531993147543416e-07,1.5243588028704621e-06,0.7149
3.757332760063753e-07,8.096285888985563e-07,8.226903142419001e-07,1.5423645236421977e-06,0.7149
6.324678116816677e-07,5.533505682371422e-07,3.314334015254098e-07,1.3900224541771501e-06,0.7149
1.4388095569654393e-06,2.0233694341733206e-06,2.2723539118672756e-06,1.0320708043431214e-06,0.7149
5.857564199965324e-08,1.2336292174544481e-06,7.822719764055686e-07,5.307757125484541e-07,0.7149
5.111397246145602e-07,2.400925275037367e-06,9.262949563946694e-07,6.397114949878884e-07,0.7149
1.0704571549288923e-06,1.5364553988258876e-06,1.5080925565773185e-06,3.3143148252797864e-07,0.7149
3.7189953644984522e-06,1.87754143662703e-06,3.3526962543167817e-06,2.672016904539244e-06,0.7149
1.850261800201328e-06,1.5603272031132513e-06,1.977236481850031e-06,9.186460457323156e-07,0.7149
9.100065782581228e-07,2.818238778222217e-06,1.5864058219788986e-06,4.663606211037771e-07,0.7149
5.405458269542932e-07,4.889991214244104e-07,6.562686740620948e-07,7.206631725960739e-07,0.7149
1.677780692857556e-06,8.477628853649853e-07,1.4643414899156777e-06,6.350213845346949e-07,0.7149
7.872364021689613e-07,6.524545459478795e-07,5.768268866838294e-07,7.694201201400932e-07,0.7149
5.498633097542821e-07,1.5290811544975215e-06,2.002034209349462e-06,1.8317414342121417e-07,0.7149
2.1559607239229634e-07,1.7782332939418074e-06,2.3145604751009944e-06,1.5546055244235119e-06,0.7149
9.93995673740508e-07,1.6882112542985638e-06,1.8309754409585814e-06,1.909102131525962e-06,0.7149
1.795359211683742e-06,1.9401997114999235e-06,1.9717047842870816e-06,9.758547778092057e-07,0.7149
1.0304837832128082e-06,5.92313098356654e-07,1.101403744593535e-06,1.596197737908904e-06,0.7149
1.3887987335918972e-06,1.0785703854236352e-06,1.437610411074192e-06,1.0646879129916773e-06,0.7149
1.8724710844178172e-06,2.054592029496239e-06,5.961222349258383e-07,1.0361872008311956e-06,0.7149
1.1435368301349115e-06,1.816030222669854e-06,1.768418050775871e-06,4.4711859158202e-07,0.7149
1.242529330218752e-06,2.0510950747522096e-06,2.1569124133053012e-06,7.745214922681904e-07,0.7149
2.072034424484587e-06,2.0464506140465415e-06,1.4303732943115129e-06,6.79730563494291e-07,0.7149
8.526818273328147e-07,2.801837082605945e-07,1.2918197000606344e-06,3.733376253784503e-07,0.7149
9.876054834289953e-07,6.404244643686049e-07,1.9628461422238094e-06,1.6812294029668991e-06,0.7149
5.346216716620828e-07,1.0023641084088143e-06,1.4899057539463096e-06,8.32478833107721e-07,0.7149
1.6166252500404706e-06,1.3777468172041795e-06,2.284876282297637e-06,1.8573112775593343e-06,0.7149
1.5130360051621693e-06,2.26517682597784e-06,2.9553922795201656e-06,2.2791734980268077e-06,0.7149
6.46323648615643e-07,1.0526446648510592e-06,1.7994707696735812e-06,1.4878811369497352e-06,0.7149
1.1081688666247024e-06,1.6460708760343578e-06,2.5260452234980578e-06,1.083881944514778e-06,0.7149
7.329613119880982e-07,8.47107065813477e-07,1.8958141543298675e-06,7.67520627442046e-07,0.7149
3.6329959611520463e-07,1.740016359304137e-06,1.244725431556924e-06,4.716540106965255e-07,0.7149
4.7995621288876e-07,9.067813968233065e-07,3.5713578146139804e-07,1.5984148830056427e-07,0.7149
9.199542422620748e-07,1.0163501433948379e-06,1.9998019304591777e-06,8.240907450559594e-07,0.7149
1.1625230740515787e-06,7.852341380957848e-07,1.985145861835263e-06,8.619941419165223e-07,0.7149
4.009366506415522e-06,5.49506664287665e-06,7.515256924508422e-06,3.985684973070665e-06,0.7149
1.175272513097741e-06,2.7302080027876694e-07,1.6540632837143241e-06,1.5544208193161882e-06,0.7149
1.895272062289432e-06,1.7235181033449038e-06,2.9781462216826643e-06,1.3739248255814325e-06,0.7149
2.147959617934422e-06,1.2484261648396926e-06,1.067450598946441e-06,1.6993233161311913e-06,0.7149
1.8370412451657253e-06,2.057480519420968e-06,2.9113396064189025e-06,2.065216777693404e-06,0.7149
1.680602245441169e-06,7.855906308727268e-07,3.7432867733004783e-07,1.1171711855604917e-06,0.7149
4.74379089093309e-07,8.080129768934348e-07,1.281294058909784e-06,8.154276301801399e-07,0.7149
1.2657899737770068e-06,1.6950178481453905e-06,2.012874016889413e-06,1.4502905756765518e-06,0.7149
1.5188238477329882e-06,1.631351413531287e-06,3.766887626618977e-06,1.7073854203749989e-06,0.7149
3.0568085530930136e-06,2.621266506284323e-06,4.1362278467350475e-06,2.3891640701378646e-06,0.7149
1.8518036003266889e-06,1.8458737398317653e-06,2.9157440947536484e-06,7.136763307949074e-07,0.7149
4.80288224232253e-06,4.108041487307663e-06,6.1193553558458236e-06,2.8720588510316014e-06,0.7149
1.6644564724558036e-05,1.7123444779398308e-05,2.3136149393174918e-05,9.59064435297235e-06,0.7149
9.359182207013022e-06,9.777749495409192e-06,1.2504272583909187e-05,4.787755400660002e-06,0.7149
4.4921923343147315e-06,5.849898837016165e-06,5.730377784994601e-06,3.0624003577761965e-06,0.7149
2.4648524185375994e-06,2.6921634659390865e-06,2.438843850061493e-06,1.2709236586979632e-06,0.7149
