fea1,fea2,fea3,fea4,ans
5.101269830188537e-06,1.086135870852258e-06,1.129499373716634e-05,8.2671143390905e-06,0.1776
6.739164951970043e-06,4.8916690647702195e-06,2.0220954686390048e-06,1.7296236488173713e-06,0.1776
4.443768495208585e-06,5.761579150303065e-06,2.9391638636018326e-06,3.1388449460248415e-06,0.1776
2.7297981762443333e-06,2.2815089262587043e-06,4.21688673789569e-06,3.2332011555327167e-06,0.1776
3.7303055923261154e-06,2.511448025794211e-06,3.2560513581712845e-06,2.445558248176182e-06,0.1776
1.2364523546626056e-06,2.7854387860270635e-06,1.8632697336968892e-06,8.800509861218515e-07,0.1776
3.0667907494472535e-06,1.9054628006860306e-06,7.890052748292363e-06,4.332304828163614e-06,0.1776
7.922959636379118e-07,2.266200955096569e-06,4.232897694506844e-06,1.0352095050690333e-06,0.1776
1.8389015122996212e-06,2.8279440114367418e-06,3.5722104959925442e-06,2.081297983668528e-06,0.1776
3.0176255004006744e-06,4.1002506282077225e-06,1.7746000765185872e-06,9.62780740485176e-07,0.1776
7.640169903900637e-06,2.706190393628236e-06,3.5477740551952853e-06,3.649495528937006e-06,0.1776
1.7831258231098366e-06,1.3700011698379118e-06,1.846383320625281e-06,2.1767993888750655e-06,0.1776
2.9657256510323882e-06,4.469261362088957e-06,4.866750940250301e-06,6.464283518298349e-07,0.1776
4.723663494981281e-06,4.377344009627216e-06,7.494354898665013e-06,4.341496813612089e-06,0.1776
1.7145922098918718e-06,1.268606063050902e-06,5.403449731516183e-06,3.1107585321534987e-06,0.1776
3.5836852687700525e-06,2.5155750463904115e-06,4.184931609471764e-06,3.079342825143496e-06,0.1776
3.1282877698763426e-06,9.314110392564803e-07,2.17339178639789e-06,1.0394885091070727e-06,0.1776
2.7293157461315595e-06,2.119561331078612e-06,3.823636767595772e-06,2.5986215193466137e-06,0.1776
2.4499313573274542e-06,2.422142192737992e-06,4.161562601664442e-06,5.940253121903809e-07,0.1776
9.148739982932541e-07,1.301822840137747e-06,2.3579054668967792e-06,9.46241908453765e-07,0.1776
1.9140628631693222e-07,1.5028344661144046e-06,1.877829521317602e-06,1.0708180909794026e-06,0.1776
1.404917851565491e-06,1.424452467937917e-06,2.351390103733213e-06,2.0136151020821266e-07,0.1776
1.8476423964407665e-06,2.865029093624831e-06,4.653473443288274e-07,7.471958853741149e-07,0.1776
3.485867582092075e-06,1.7424806482222777e-06,1.5205924311042243e-06,6.254105761852471e-07,0.1776
5.216386163505897e-06,4.004854698318873e-06,6.335303388121691e-06,2.921670220502914e-06,0.1776
1.4937722705595159e-06,8.175364885716498e-07,2.3943781610829645e-06,1.2164236573059113e-06,0.1776
1.1427849868312272e-06,6.622700734622529e-07,1.4255827253365756e-06,9.816046611942324e-07,0.1776
1.194874905281587e-06,1.1724093089708294e-06,2.0960803365378976e-06,1.0733837759552898e-06,0.1776
7.976559449409282e-07,7.345613334631979e-07,1.2636994403050644e-06,1.2037694522536338e-06,0.1776
5.013978144822698e-07,1.8796825060819194e-06,1.0209874777691307e-06,1.538937604803589e-07,0.1776
1.7878694464214027e-06,2.2666388498434964e-06,1.6823083938832335e-06,1.1655975775555614e-06,0.1776
3.1698192384687216e-06,2.601347213201556e-06,3.2544849124958754e-06,1.5736422693647497e-06,0.1776
