fea1,fea2,fea3,fea4,ans
1.0284497238170333e-05,1.0808641482480376e-06,2.621599623773685e-05,1.183444484742805e-05,0.5204
2.8512652168858484e-06,1.5071623055284278e-06,1.4170472496548284e-05,5.144292158277631e-06,0.5204
5.745405487384606e-06,2.036116931948534e-06,4.266362715557236e-06,1.4355405944119055e-06,0.5204
5.364634996060436e-06,3.7275653799960087e-06,5.845830284393048e-06,3.0092460102701346e-06,0.5204
5.422917002938049e-06,6.0779220636942764e-06,1.0357494983751784e-05,3.0820790953801884e-06,0.5204
1.3175307788921327e-06,3.716392008923556e-06,9.451616592820186e-06,5.843049100072013e-06,0.5204
3.569999084083938e-06,1.004872476440155e-06,9.753168536970214e-06,4.5526760483967434e-06,0.5204
7.309598660040062e-06,8.314600119520328e-06,1.1938814222676839e-05,3.331579559970511e-06,0.5204
3.4384884196513046e-06,5.459763895945169e-06,1.1315446502391018e-06,3.1946795170417577e-06,0.5204
3.411961182712506e-06,4.107229248422998e-06,3.5187269968758706e-06,1.0240857290621988e-06,0.5204
2.9128561920563916e-06,4.915778628931941e-06,6.69729700557674e-06,2.5735179239676084e-06,0.5204
2.0163825454078815e-06,1.2750139723030973e-06,3.8067264351542606e-06,2.2826993007018275e-06,0.5204
4.2938687712749215e-06,3.3923051777498937e-06,3.6448056326322914e-06,2.8266144937769034e-06,0.5204
1.5677417878134548e-06,1.747662583524456e-06,5.000401611803628e-06,1.3722536851654266e-06,0.5204
1.7193697600858133e-06,1.1812983101125531e-06,9.840101698779022e-06,4.956956319237957e-06,0.5204
5.883304950661281e-06,5.545105884831726e-06,7.910941117598573e-06,3.901325820817027e-06,0.5204
5.150779818863008e-06,3.756410020363656e-06,1.2107461744972696e-05,5.358248813581033e-06,0.5204
2.4767553469338227e-06,3.0161120341388635e-06,3.184066067246607e-06,3.3837640144746057e-07,0.5204
1.8996827670905532e-06,1.7616130945112215e-06,2.3615584746576155e-06,1.6223993472212346e-06,0.5204
7.025763192124799e-07,1.101960648319658e-06,4.1993007232454287e-07,1.0883576836043099e-06,0.5204
1.5544572491346703e-06,1.1654270575430753e-06,1.4725807962574628e-06,6.966851521822809e-07,0.5204
1.7716484591063946e-06,1.5222444944846602e-06,2.42117840628324e-07,1.2339032607803867e-07,0.5204
3.4805785649208022e-06,2.0361534944486807e-06,1.8520494925571952e-06,1.3738293310585936e-06,0.5204
5.471921598615488e-07,2.149753944236081e-06,4.065345012292773e-06,2.108297577451972e-06,0.5204
3.218324394302466e-06,3.269374043117266e-06,6.536560107830922e-06,2.7924213809732288e-06,0.5204
1.5545397499996405e-06,1.8955812265331676e-06,3.827126097176909e-06,2.3112575434028277e-06,0.5204
3.3529113426198883e-06,3.170600788991715e-06,4.5816940527451075e-06,3.5074610164414324e-06,0.5204
2.2753738391237353e-06,3.1399188517120494e-06,3.3696614157398867e-06,1.6224570002407981e-06,0.5204
7.54310830620274e-07,1.0846440556579805e-06,1.8309006783075257e-06,2.3352674393559902e-07,0.5204
1.7246001959166653e-06,1.3541207662097317e-06,2.347683168438896e-06,1.4374668811006174e-06,0.5204
1.6266507546102484e-06,2.629341349420128e-07,1.2439136123129502e-06,7.883113337853401e-07,0.5204
1.9128392100127212e-07,9.515154299710213e-07,2.3564653712694785e-06,5.080034022214553e-07,0.5204
3.109696869180199e-07,1.2619360434877664e-06,2.0165039262343504e-06,4.56479515622871e-07,0.5204
3.0503534083594317e-06,1.602480381870319e-06,2.2476493165617036e-06,1.6604682854988167e-06,0.5204
6.581393317031764e-07,1.4317210806070664e-06,8.318710644827765e-07,2.705728689401324e-07,0.5204
2.293917242572204e-06,2.372111927912615e-06,2.9571282019231348e-06,1.9437697922867563e-06,0.5204
2.3699551854637765e-06,1.5866756610128483e-06,2.2653383900669587e-06,2.1624219506615895e-06,0.5204
1.0777872266977975e-06,7.092624682843718e-07,1.3125704407225198e-06,6.480040896447713e-07,0.5204
4.3715367014141886e-06,2.0788908503385906e-06,3.4797929896730426e-06,1.9626392597686014e-06,0.5204
2.567145996041217e-06,3.336049880208571e-06,3.19222773798366e-06,1.1803374510352672e-06,0.5204
1.121031649241573e-06,1.3224034731668221e-06,9.545976043058195e-07,9.710250524036742e-07,0.5204
1.0468612981062353e-07,9.859070526569045e-07,8.769377170775363e-07,5.056577563756461e-07,0.5204
1.1449294979280948e-06,9.689962344137619e-07,7.200904917722307e-07,2.1911821564732704e-07,0.5204
1.6302826717564157e-06,1.3386510865906664e-06,1.7840997193310054e-06,6.490105229029523e-07,0.5204
4.472940154596196e-07,7.314765049586497e-07,6.777170703729854e-07,5.905603423355118e-07,0.5204
7.578784998833888e-07,1.4274144787028502e-06,2.4643048348571586e-06,1.0832166215543548e-06,0.5204
7.107572995698188e-07,1.7318038552246983e-06,1.4729422953296929e-06,4.258153386279857e-07,0.5204
5.861035644548084e-07,1.0772036676409213e-06,1.2117405201393052e-06,5.102301824734854e-07,0.5204
1.0434718216341587e-06,1.4263314765268315e-06,2.2258675858187994e-06,3.7069758429682255e-07,0.5204
2.5364574294267266e-06,3.448725531315e-06,3.1485500779186406e-06,2.003124026915095e-06,0.5204
