fea1,fea2,fea3,fea4,ans
5.571767413630744e-06,5.689724663181371e-06,6.5670929835516165e-06,2.9234622264507846e-06,0.453
4.049664566441138e-07,3.873209432432387e-06,1.9893698059764714e-05,3.645824294659528e-06,0.453
3.480155460067526e-06,1.6216432330644697e-06,1.3692701605442637e-05,7.523371997634447e-06,0.453
2.2723023982540682e-06,2.261849609555558e-06,6.5715014884067e-06,3.101941077746173e-06,0.453
2.927638414576834e-06,4.176448127649617e-06,1.5230918180612589e-05,6.374155557900759e-06,0.453
3.2781768659767773e-06,3.7102089679311087e-06,6.4422179547740615e-06,2.5397528945810792e-06,0.453
2.781093583262539e-06,2.72848570206835e-06,2.0893727530570227e-06,1.1128689692318496e-06,0.453
1.3173623891903562e-06,2.796122787170846e-06,6.012703794040978e-06,3.624309902142165e-06,0.453
4.041539212264296e-06,2.98573047239046e-06,1.6127817396258664e-05,6.634816853692425e-06,0.453
1.7411212723619533e-06,2.7687009392660683e-06,1.1605858821204999e-05,6.436655427293815e-06,0.453
1.9134795619358213e-06,4.268704454120476e-06,8.852843448261572e-07,1.1702825404807164e-06,0.453
4.168510147479247e-06,4.35972213583572e-06,2.011490598052858e-06,2.7108338817517273e-06,0.453
2.130405914297041e-06,1.5550659378200288e-06,8.39377351134458e-06,5.985674920167308e-06,0.453
6.753380256631163e-06,7.4290076418917415e-06,6.641931253738126e-06,4.678565676675248e-06,0.453
3.912928395846063e-06,1.7714297566130365e-06,7.629642262523426e-06,5.5449474272233595e-06,0.453
3.2767651625463224e-06,3.049782454584081e-06,9.018466435669323e-06,3.5302535559476076e-06,0.453
2.6622576175319636e-07,1.5751502527095008e-06,2.0959312843613414e-06,1.241316067104214e-06,0.453
7.234768888198275e-07,2.491513048862945e-06,9.253653409158332e-06,3.788739960121998e-06,0.453
8.765696321342961e-07,1.4621866100855055e-06,7.202749743415339e-07,1.862127328032932e-06,0.453
1.4043917967878911e-06,8.153470431374249e-07,5.544906135542206e-06,1.9898048698376624e-06,0.453
2.9425045651244665e-06,3.8205531650974864e-06,1.1998765446816345e-05,5.03612717123604e-06,0.453
1.4880635199054665e-06,8.881545308890134e-07,8.180252241694376e-06,3.637855555630515e-06,0.453
1.6691509565620972e-06,2.8853573231397094e-06,3.3329327028941684e-06,2.1456025576230153e-06,0.453
2.150771170092743e-06,2.7429568315999247e-06,6.853115549997858e-07,1.1391238058640783e-06,0.453
1.8163934439482112e-06,1.6805361520017295e-06,8.322920177926793e-06,2.207291363783684e-06,0.453
1.2716062643048091e-06,1.252176081825861e-06,3.3819291471343607e-06,1.0380677793598403e-06,0.453
4.244647703195063e-06,3.285725264112565e-06,7.970853614787265e-06,2.2567929248567657e-06,0.453
8.735892524886544e-07,1.2934132013287552e-06,1.347268304738923e-06,1.6803278368021197e-06,0.453
1.3660443752525442e-06,1.7898747381315134e-06,4.41347381963987e-06,2.5995626024033543e-06,0.453
2.1935210152337455e-06,1.4711409816056748e-06,4.7574411586528794e-06,2.982212424015798e-06,0.453
8.426452625289275e-07,8.120226240386767e-07,9.607513651194815e-07,7.258115894309333e-07,0.453
1.6448796334578607e-06,1.2357340967076381e-06,7.889486052858869e-06,3.4697028717975073e-06,0.453
2.334546938866293e-06,2.471474911975554e-06,4.377343171046357e-06,1.0521548711123315e-06,0.453
1.5240496093740402e-06,2.387410915137938e-06,6.235766142530176e-07,2.0575799836589394e-07,0.453
4.953077415220388e-07,1.236358468222908e-06,5.430015519379151e-07,1.8345020486022452e-07,0.453
1.5589951219475258e-06,2.7881582094987675e-06,2.3177530705390766e-06,8.598536493085371e-07,0.453
1.8589999341273794e-06,2.101267931028581e-06,2.607360995565041e-06,2.0300762322037864e-06,0.453
2.4032873235095392e-06,2.452210027422761e-06,4.055053041882143e-06,2.1355980320441516e-06,0.453
7.655978087899991e-06,3.5082169324478726e-06,9.400295828739916e-06,5.349899897254503e-06,0.453
3.3222046648641584e-06,1.364675717810374e-06,3.6559000446693756e-06,1.919707402496184e-06,0.453
1.2189239666343152e-06,2.312973302774567e-06,2.615994708054508e-06,4.992943927462918e-07,0.453
1.3753143264837137e-06,8.350910685812542e-07,2.907884579355539e-06,1.1089102658888837e-06,0.453
1.4542179828634573e-06,2.1084424100838723e-06,2.110193994877875e-06,1.4096279580071924e-06,0.453
2.6283297782167237e-06,2.506638305346423e-06,4.241179782751662e-06,1.8751602928951773e-06,0.453
7.35755287281085e-07,9.895882725095945e-07,3.4893438144934108e-06,8.075747250596787e-07,0.453
1.586061946911896e-06,1.4873251110793056e-06,2.0486269340647945e-06,1.1648451188934328e-06,0.453
4.484541535995352e-07,5.021546252418179e-07,3.7551057110764357e-06,1.5929460731545737e-06,0.453
1.6306110832924957e-06,7.809806400681057e-07,3.4643737319554933e-06,1.1711296228408343e-06,0.453
7.558019824099534e-07,6.861799664201667e-07,1.5938067054684445e-06,1.2314019506925192e-06,0.453
3.745218703484844e-07,1.024783537922676e-06,1.769530396410901e-06,9.57787223178312e-07,0.453
1.9175293168160166e-06,5.377885561001603e-07,1.543188703892739e-06,1.2872285754977857e-06,0.453
2.0098877842941404e-06,2.472134855131058e-06,3.045074285896256e-06,2.4675096709926907e-06,0.453
9.405268534880867e-07,1.678221145125981e-06,3.724568638016411e-06,2.1238500725810483e-06,0.453
1.1051369755973357e-06,1.3473548334154567e-06,1.206690594149737e-06,6.352036087210578e-07,0.453
1.1170705340745454e-06,2.235884241177238e-06,2.6152752262850066e-06,1.7773740407064684e-06,0.453
3.8759914888700044e-07,1.320457039173967e-06,1.6655077359712255e-06,1.0849399686858243e-06,0.453
4.720218680638154e-06,7.75335603552197e-06,6.9405753098175335e-06,5.205206710121073e-06,0.453
3.939251722444097e-06,6.6006844712758035e-06,3.074070754901509e-06,4.87500026303578e-06,0.453
3.8812115476619815e-06,4.168717381901003e-06,3.6424134926265175e-06,2.9742116028411043e-06,0.453
7.944466003724791e-07,1.1227111082086614e-06,1.5814567033092244e-06,7.313930014154262e-07,0.453
9.932009808550118e-07,2.2131912002849776e-06,3.026941382397224e-06,1.2520742346700903e-06,0.453
9.88911146792012e-07,1.1566053689288534e-06,1.3875753968843547e-06,2.2127820516110326e-07,0.453
6.843898228037356e-07,7.354175241119545e-07,5.987842563148331e-07,2.978700457217899e-07,0.453
1.4152041408942216e-06,1.3908880954458718e-06,1.4001904849897167e-06,5.11520320708177e-07,0.453
9.02507709889986e-07,1.30521286962843e-06,2.581084567155039e-06,9.178984138246558e-07,0.453
9.153324159954979e-07,7.297357245016532e-07,1.0922846072423502e-06,9.594920436491471e-07,0.453
4.61836399682005e-06,4.983908205887322e-06,7.4130226383026484e-06,1.7324201291432117e-06,0.453
1.292175456881686e-06,9.42973813782237e-07,1.587221659389384e-06,6.917530865195447e-07,0.453
2.1828081833373514e-06,1.5356642303997566e-06,2.7509556861783076e-06,1.7397748426156886e-06,0.453
1.1709884016231942e-06,1.5100791626027137e-06,2.7964062062488997e-06,1.4665991912420786e-06,0.453
7.403208439802628e-07,3.486101242787796e-07,7.86555538360568e-07,3.538448680878545e-07,0.453
1.3422791878185521e-07,7.287686032430101e-07,6.098556989756966e-07,8.21257062141316e-07,0.453
1.3108792977439442e-06,4.480616405556216e-07,2.623425395310228e-06,8.910415716511975e-07,0.453
9.389526479348029e-07,1.6710734851451957e-06,2.499277996738413e-06,8.957746902590463e-07,0.453
9.19337137118661e-07,5.568631633292559e-07,2.548503064319341e-06,1.4038870317463204e-06,0.453
3.898833312749921e-07,1.4973305818912486e-07,6.980529139895463e-07,5.746373329543507e-07,0.453
6.628137231853647e-07,1.4689304613936248e-06,2.7595795792912387e-06,1.4215478569971846e-06,0.453
6.766283867651349e-07,2.773437411937756e-07,1.5736383145347627e-07,6.599630877620574e-07,0.453
4.1569859368183185e-06,2.775875647767944e-06,3.180034919136242e-06,1.923073373640543e-06,0.453
1.5254477007776426e-06,1.900085058231596e-06,3.2744587991084896e-06,3.436009874308918e-07,0.453
2.0533311539468995e-06,1.8249458723709818e-06,2.242106703238896e-06,1.7181815807974102e-06,0.453
1.1859987124290467e-06,6.728933906179423e-07,3.1460892802358075e-06,1.0482864160375003e-06,0.453
3.014580947155907e-07,7.306198655692734e-07,1.034659923798259e-06,8.378478550378715e-07,0.453
1.2538659794463598e-06,5.589227133347524e-07,2.003697592917454e-06,9.719162408596262e-07,0.453
6.64518709531224e-07,4.995014217045996e-07,1.0035749027143715e-06,2.214706906494301e-07,0.453
1.0246905216762539e-06,1.6777452407547526e-06,1.8471718404905718e-06,1.189504613158514e-06,0.453
8.913092894980869e-07,9.501590384980118e-07,9.260453369434219e-07,3.963267938451239e-07,0.453
9.61558672610235e-07,8.695545940530252e-07,1.9055706200009463e-06,6.402375686844711e-07,0.453
6.905453600893474e-07,3.7186629557796786e-07,4.474630839170486e-07,1.8023003486454073e-07,0.453
1.1288405298376824e-06,4.071118748337329e-07,2.4811754680446454e-06,8.679578079674775e-07,0.453
2.7119403427177e-07,1.4866111030392594e-07,6.322220704356866e-07,1.370371522137063e-07,0.453
3.110282802260277e-07,4.927262401668158e-07,1.51056784090923e-06,3.3500069386720747e-07,0.453
3.514135244857741e-07,1.135144369317932e-06,1.4354984210603879e-06,5.835871996651381e-07,0.453
8.332133139982262e-07,1.6508382668357132e-06,2.485647241160253e-06,1.1922938726572302e-06,0.453
8.464229759241197e-07,1.170171752420869e-06,8.534652630290775e-07,1.580632934393639e-06,0.453
6.236166677869194e-07,4.494596566841669e-07,1.0374440984608229e-06,3.4494820425739634e-07,0.453
1.055191847100366e-06,8.486236110257336e-07,1.6749891845221316e-06,7.979168581342915e-07,0.453
4.7229707378098596e-07,5.727898613439718e-07,9.973729736602443e-07,2.840152295594559e-07,0.453
1.4054399861644302e-06,8.174456298537092e-07,1.572737540807532e-06,7.166162510115731e-07,0.453
9.325946231404497e-07,1.8997928745000112e-06,2.000953933829019e-06,2.716876148529264e-07,0.453
1.4143464506756537e-06,1.84582464674889e-06,2.4013676180995108e-06,1.134228000209995e-06,0.453
1.7799711903476242e-06,1.5049647717834765e-06,2.0550240069316103e-06,1.5625508554511586e-06,0.453
5.512800724657509e-07,1.2610698471562584e-06,1.4700029009486983e-06,7.572684384415417e-07,0.453
1.9890866514989724e-06,1.8126294127137764e-06,2.047467551796356e-06,1.3459048643032708e-06,0.453
7.64237208609575e-07,1.5899188103357339e-06,1.6406730737522236e-06,3.867651286109752e-07,0.453
1.2835858673677721e-06,1.569092044116157e-06,2.3282983859488973e-06,1.8763021846964758e-06,0.453
3.28528402624708e-06,2.8831989940559983e-06,4.0935429516251505e-06,3.0304772953448876e-06,0.453
9.634140435069735e-07,7.818672351314118e-07,8.124792859908336e-07,7.806358062092879e-07,0.453
1.8356015818748765e-07,1.1606122451184972e-06,1.279390728569325e-06,8.864483792050718e-07,0.453
9.882986745562154e-07,5.44886236424377e-07,1.4078529833613e-06,1.0557638959174493e-06,0.453
1.4729673541571433e-06,1.3770750394352389e-06,1.068691347114167e-06,9.615936506992647e-07,0.453
1.492758850181289e-06,1.1402053238611268e-06,2.0079494075865403e-06,1.0966165232040372e-06,0.453
3.163207205993037e-06,3.138448320429852e-06,5.333782690911894e-06,2.102042069296292e-06,0.453
1.3321770839430017e-06,7.261399878549571e-07,8.80258498684103e-07,8.118027900851458e-07,0.453
1.4771564981055945e-06,2.2227795628178267e-06,3.297249980473529e-06,1.925082924992572e-06,0.453
1.4216930152063601e-05,1.2330979207265872e-05,2.0920668737684125e-05,1.3266291787175203e-05,0.453
1.799660672594377e-06,1.0119097791047646e-06,2.260105124846376e-06,1.9745339255796603e-06,0.453
2.024882760438769e-06,5.513761493259274e-07,2.0029536983849033e-06,1.263258913335162e-06,0.453
4.688348245977986e-06,5.310412265060953e-06,7.5307147601069615e-06,3.58716104991209e-06,0.453
1.14564397316599e-05,1.0890637719399736e-05,1.8326317123307994e-05,7.579260063160529e-06,0.453
3.237030926135887e-06,2.7117691204864974e-06,5.611173464622984e-06,2.2197158027299527e-06,0.453
8.532920394189039e-07,8.520985854063463e-07,4.872416874358456e-07,1.1995548467613878e-06,0.453
4.131968243685643e-06,2.7342155343999946e-06,4.5024817146728085e-06,2.727666456794668e-06,0.453
2.1348953767204052e-07,2.5083300816631914e-07,9.483339410596544e-07,6.388620839578495e-07,0.453
1.4458389633212681e-06,2.36127122616047e-07,1.336784904134846e-06,9.650334485265393e-07,0.453
9.566070242126372e-07,3.182999054908081e-07,1.2555955173983611e-06,6.214437516491436e-07,0.453
2.250967858819736e-07,4.0050392016055763e-07,1.321961387574394e-06,8.523773017500889e-07,0.453
2.759101462110822e-06,2.1745671949929887e-06,3.1384671935409135e-06,1.2353390780720754e-06,0.453
5.32212106483866e-07,2.0846913112955182e-07,7.609962330828201e-07,8.266418077704093e-07,0.453
1.0141332569893757e-06,9.351347371885349e-07,6.343043221319883e-07,3.173521891003326e-07,0.453
1.4503318566815386e-06,2.3609627977829866e-06,1.7762193005832702e-06,9.56311606772512e-07,0.453
2.47587307532695e-06,1.97051888308991e-06,2.453195685732097e-06,1.859487664312741e-06,0.453
6.463453724034925e-07,1.172352877688145e-06,1.9144690807466787e-06,2.9344227441428874e-07,0.453
1.02008000803947e-06,1.5859422487644962e-06,2.160446273801108e-06,5.235663229558765e-07,0.453
2.721724869677369e-06,3.110192592542764e-06,4.752647598682118e-06,1.71377741461142e-06,0.453
1.562143898739068e-06,7.135936655536486e-07,2.028621324029744e-06,7.368900121298138e-07,0.453
5.194850438735024e-07,2.1343058777616227e-07,7.270309993428183e-07,8.317693852837741e-07,0.453
9.912873631127512e-07,1.5104848469516115e-06,2.5238525066465207e-06,1.6719212341552478e-06,0.453
1.8194797439422308e-06,1.3521625581692656e-06,3.7921154338613872e-06,9.885257976374603e-07,0.453
4.0989755156630875e-07,8.106280884550486e-07,7.00483195093528e-07,4.472312995011405e-07,0.453
1.294186946303562e-06,1.4083685081248264e-06,2.4757355648841975e-06,5.875034305392521e-07,0.453
3.11303228538418e-07,1.0454915953769257e-06,1.3608780409800935e-06,5.603234844575385e-07,0.453
3.253763238284338e-07,8.961156391551336e-07,1.0733656078633634e-06,5.039521863889772e-07,0.453
3.5133757327757096e-07,1.0227646154256377e-06,1.4375081572460445e-06,7.623181910924668e-07,0.453
5.143055820273547e-07,3.91154380912011e-07,9.254126816703261e-07,3.584062581450572e-07,0.453
7.066517077812968e-07,7.472761668004635e-07,8.254056814829564e-07,1.7577945687850026e-07,0.453
1.2470076324645193e-06,2.9290520179515546e-07,1.7762981250141998e-06,7.288779831116044e-07,0.453
3.3853806800811365e-06,2.8766994215770376e-06,2.6648389805308362e-06,1.965412615317381e-06,0.453
4.644676464858937e-07,1.032287246368423e-06,4.5902794014661054e-07,6.28820422986671e-07,0.453
1.0928760091266685e-06,8.387048380871402e-07,2.306895407802024e-06,8.023202909439519e-07,0.453
1.2174271766925342e-06,8.205234090282617e-07,1.0711460853269738e-06,1.4861925705697175e-06,0.453
1.062293054489917e-06,1.1452407582871144e-06,1.8841882240904256e-06,1.0158082475278496e-06,0.453
1.3783586368763417e-06,1.5839485272423782e-06,2.0854873362228683e-06,1.23844262688915e-06,0.453
7.508444458445481e-07,8.269012286075912e-07,1.961274199155889e-06,5.313325041916835e-07,0.453
7.005107343866015e-08,2.6457652966694274e-07,5.508782826970715e-07,2.0679710135351843e-07,0.453
2.750095849615994e-07,2.4070661662500724e-07,2.5263776780700727e-07,8.335821836621415e-07,0.453
1.2725560923996357e-06,7.096992891576833e-07,2.0487930802548503e-06,1.1403728986107125e-06,0.453
8.997347839280794e-07,3.5532542348022206e-07,1.5267197651542825e-06,1.11371051728072e-06,0.453
1.1875124800098768e-06,1.1436390565554352e-06,1.6842001688870113e-06,1.0818536679729496e-06,0.453
2.8155040817042442e-06,1.111804013239498e-06,2.915360801096285e-06,1.0678002770345312e-06,0.453
2.3516331499450903e-07,3.816127154666534e-07,1.7017750100757022e-07,5.412185789633445e-07,0.453
1.0164489699101488e-06,1.1246972406473682e-06,2.232530560204323e-06,1.0774056603905227e-06,0.453
1.3100541863103567e-06,6.819217171086942e-07,5.40596437745142e-07,3.4976132978913976e-07,0.453
2.0446402602266226e-06,1.0988710168494407e-06,1.278181843039056e-06,1.2602033010439316e-06,0.453
9.545558104085737e-07,4.966718899205496e-07,5.609109793394431e-07,4.3231247045908815e-07,0.453
7.40520984519658e-07,3.7324605670734215e-07,1.6424135094691789e-06,1.0365775178843952e-06,0.453
7.915412223794917e-07,4.808167254524722e-07,1.0779862010247644e-06,1.0475498551845685e-06,0.453
9.44209394633722e-07,1.6134798917100034e-06,1.7837858503145354e-06,1.629515415020237e-06,0.453
1.0480532407388325e-06,8.34801475971314e-07,1.4266644704540808e-07,9.611712284191327e-07,0.453
1.4238200901839153e-06,1.0349509605244894e-06,1.5246705895072185e-06,1.86653521706067e-06,0.453
4.070107979415972e-07,1.1543680133497626e-06,1.5324819904046976e-06,1.0109450921687972e-06,0.453
8.473775440808008e-07,7.931649588975706e-07,1.8535932970333035e-06,8.991534514227756e-07,0.453
4.641816706905782e-06,3.7015734061911653e-06,4.655640997114824e-06,3.988457741958359e-06,0.453
9.115652325123453e-06,9.05655640214332e-06,1.0769836968627686e-05,9.173698542858484e-06,0.453
1.8901179438686207e-05,1.9592347551197076e-05,2.2368473565705686e-05,2.0674010151450416e-05,0.453
4.743952449838957e-06,4.8213365629965615e-06,5.783542936135291e-06,4.8874808872343e-06,0.453
2.864923194238789e-06,3.5928856983733335e-06,4.578824467903014e-06,3.189393520259456e-06,0.453
2.882214735910442e-06,2.713107350718479e-06,2.0542780900682136e-06,2.8740458398368595e-06,0.453
7.232101799048312e-07,5.535830755027333e-07,1.784219650072141e-06,1.099769357070612e-06,0.453
2.1593227844830746e-06,1.8436777451171418e-06,3.1290357163722807e-06,1.7827297441494024e-06,0.453
9.390760391111282e-07,1.4807306147730702e-06,1.4090605159797901e-06,4.5982779503306706e-07,0.453
1.4973757217172014e-06,1.2681968824264143e-06,1.8743732024492453e-06,1.000361747143355e-06,0.453
9.71532079759864e-07,1.635925727896749e-06,2.4269316265349574e-06,9.052135682435353e-07,0.453
1.7627389977101124e-06,1.171321924256409e-06,2.228394648740026e-06,9.548369810676844e-07,0.453
3.5159358425391003e-06,3.4645094455522798e-06,5.836827792134552e-06,2.8633306046868847e-06,0.453
3.6946247567090163e-06,3.6966524829282472e-06,6.790136267642591e-06,2.3712658789160134e-06,0.453
9.178221144603409e-06,9.215958379676958e-06,1.3801662128143398e-05,6.269989344507118e-06,0.453
2.118518719327555e-05,1.9800305098312645e-05,3.082219611687318e-05,1.3314427361143437e-05,0.453
3.892384596188535e-06,2.6233918809306786e-06,5.7496054163313366e-06,2.056494368162596e-06,0.453
2.1158928897870764e-06,1.7851945814753149e-06,3.864743484659091e-06,1.9055621596358194e-06,0.453
1.8050629924956488e-06,2.2533338219086773e-06,2.820835900100289e-06,1.268831512521424e-06,0.453
1.9548535561691484e-06,2.3679039156692748e-06,3.793307658032304e-06,2.092628896038396e-06,0.453
1.2727244599363286e-06,1.4852904090237978e-06,1.7401861892879074e-06,1.3581677005441275e-06,0.453
1.2604427968284817e-06,8.375002787655269e-07,1.8935743628005344e-06,1.1630472217772802e-06,0.453
2.716819799109858e-07,9.63514538365211e-08,1.1630372426892626e-07,5.983730590862976e-08,0.453
6.244725339591607e-07,1.0869064018990513e-06,1.2986443007559336e-06,8.567866965789696e-07,0.453
9.127917174433414e-07,7.319053301676945e-07,1.085223916050057e-06,6.713810432774433e-07,0.453
1.144895744930189e-06,1.7506244559021366e-06,1.50621368720407e-06,1.3592672376630761e-06,0.453
1.2260447673129267e-06,8.497405941743438e-07,1.3317793380114154e-06,9.800894458565793e-07,0.453
1.9237020804839347e-06,1.2398816334261594e-06,1.458433656067988e-06,2.072018050733377e-06,0.453
2.447424276665836e-06,1.9680070650680842e-06,3.59233258944779e-06,1.5673796526814131e-06,0.453
3.6835993203868207e-06,3.1865792309499847e-06,4.41186053834972e-06,3.301375590568421e-06,0.453
3.5449359770293705e-06,3.29411472478503e-06,4.618395735512871e-06,2.522710283497859e-06,0.453
1.0436054976910414e-06,1.4084777223858015e-06,1.9261015173638205e-06,7.190681410733523e-07,0.453
3.858322515515026e-07,1.7115736084348259e-06,1.685369401822233e-06,9.912280026096544e-07,0.453
1.617384095759177e-07,8.437707914953368e-07,8.452543934775774e-07,3.899289461743574e-07,0.453
1.1715294783851433e-06,1.2315112044486373e-06,6.614373426058464e-07,6.050671932904615e-07,0.453
8.041718307419607e-07,1.4026185756173467e-07,4.042504341931502e-07,2.09217210187178e-07,0.453
1.1239950521466843e-06,1.6064885727747724e-06,1.4666721950489449e-06,9.577438864832362e-07,0.453
4.3266182431672765e-07,1.3147444328851146e-06,2.2274029039648215e-06,1.3642245123768248e-06,0.453
1.213713161012402e-06,1.6928887683389367e-06,2.262683359613061e-06,1.3160052170744444e-06,0.453
4.899858896550225e-07,5.498631876970816e-07,7.611735807809416e-07,6.904441231587714e-07,0.453
4.30146210056431e-07,4.5660363929188095e-07,1.084767063016165e-06,6.989545250080207e-07,0.453
1.268397667982134e-06,1.6673164179506815e-06,2.324663666577548e-06,1.442020253179979e-06,0.453
1.2323367001952498e-06,1.5442265823868087e-06,2.5624923368745346e-06,1.0879651841536934e-06,0.453
1.5285321102509338e-06,2.0141845040266695e-06,2.4666551884713862e-06,1.3761993781186318e-06,0.453
1.3612978142128277e-06,1.0906175960158858e-06,1.3988375727027004e-06,4.01564288326053e-07,0.453
8.984857524642768e-07,1.1852572398854473e-06,1.5693730796177393e-06,1.3243024143159929e-06,0.453
7.77085404734872e-07,1.2664063030211184e-06,2.24190047589628e-06,1.3712691231133584e-06,0.453
2.9514461616159467e-07,9.260783076196372e-07,6.706008783574672e-07,6.686184511683197e-07,0.453
7.61696359612786e-07,9.869555781917982e-07,1.223177207407125e-06,9.323559685993253e-07,0.453
9.671457419521453e-07,5.31559155760437e-07,1.436480383725002e-06,6.567836731072863e-07,0.453
6.612993026133364e-07,9.63593607059892e-07,1.2745476448881791e-06,8.974043559116955e-07,0.453
7.18240883641225e-07,6.621440980714198e-07,9.575965676028324e-07,1.5579344659385571e-06,0.453
2.0766599398482645e-06,1.7819010750671047e-06,2.721105918009279e-06,9.808815135450752e-07,0.453
7.472947995406609e-07,2.3871780709620563e-07,8.466035747395701e-07,1.3337672891163456e-06,0.453
1.2321958808056108e-06,8.870183127891456e-07,1.6773993638296566e-06,7.068711219546763e-07,0.453
3.906610369814891e-05,3.3283733181938725e-05,3.1644063461848214e-05,2.2204749649729584e-05,0.453
1.0622934883316817e-06,1.477514808220334e-06,1.5061261378097516e-06,8.169318947642706e-07,0.453
1.4772335614732518e-06,9.684799954710025e-07,1.1138184140520986e-06,6.247527763948842e-07,0.453
5.686965539808351e-07,3.8650004780986206e-07,8.948194023615319e-07,6.177528695624347e-07,0.453
2.1477127080032803e-06,9.467555252862784e-07,3.375835606709081e-06,1.884372651581278e-06,0.453
7.090217987549201e-06,6.6990208632789e-06,1.3557937786461505e-05,7.4345710953861875e-06,0.453
2.9247782001875823e-06,2.4021166173889947e-06,3.981103892580792e-06,2.1437886096969355e-06,0.453
2.9493542423964596e-06,3.1910236600714903e-06,4.849957713393599e-06,3.0030678104541088e-06,0.453
1.6637322263832467e-06,1.9102650217161268e-06,2.7663112818339533e-06,1.3470472064806257e-06,0.453
1.4054170539825422e-06,1.2758614242365595e-06,2.3451488192782384e-06,1.2305619873776801e-06,0.453
1.931591334579816e-06,1.7988134727378567e-06,2.9525932944147695e-06,1.968407683694225e-06,0.453
6.979257069453326e-07,8.734346694514865e-07,4.4264569914291365e-07,3.286510396446039e-07,0.453
3.385214882091539e-06,1.8587611190643853e-06,3.818908005028454e-06,2.471415053027797e-06,0.453
