fea1,fea2,fea3,fea4,ans
1.5684963681032903e-05,7.713854747116536e-06,1.1173212312985218e-05,8.299160347612507e-06,0.5515
2.030960071406258e-05,1.3368754147898108e-05,8.018031588357176e-06,7.635052139452444e-06,0.5515
1.1230051422148734e-05,5.166246054278586e-06,6.595038581223374e-06,5.370955849272782e-06,0.5515
5.338642609584313e-06,6.758357397069453e-06,6.989057071417793e-06,2.132026530465804e-06,0.5515
6.66758855342884e-06,4.3514429829494695e-06,9.503770817041333e-06,5.343550325585986e-06,0.5515
3.2887108799743603e-06,2.31531661962725e-06,3.7594677610769737e-06,3.4756955682106732e-06,0.5515
7.367574137464979e-06,4.8353955581518346e-06,1.297111677230808e-06,3.4002260163248473e-06,0.5515
3.2841823703039947e-06,3.475806965206411e-06,6.249619778807091e-06,1.2330881320129558e-06,0.5515
5.226569496415392e-06,1.4898379446713622e-06,2.4169226446860955e-06,4.1917520435770675e-06,0.5515
3.3485492763113103e-06,3.1130833122892765e-06,3.530868440565301e-06,2.417402192164866e-06,0.5515
8.029841233156284e-06,5.123082466634549e-06,3.098725119780589e-06,2.9381785473784254e-06,0.5515
2.4357939653847195e-06,2.000125774204549e-06,4.618064768058929e-06,1.7520782521418766e-06,0.5515
1.323648894101693e-06,1.889965807064747e-06,4.180042910063346e-06,8.586881490579162e-07,0.5515
1.7154424044302904e-06,2.0032863229120826e-06,6.464060087530073e-06,3.287633248115059e-06,0.5515
1.1360561887939457e-06,1.581854982241946e-06,5.877170730532565e-06,2.1038560520115642e-06,0.5515
3.227290015780781e-06,2.442962558705142e-06,5.867521885615585e-06,3.1237839899103375e-06,0.5515
1.2366369073100002e-06,1.8587723659337097e-06,1.6865795942941446e-06,7.977444563974418e-07,0.5515
3.730912642982057e-06,4.785951498689569e-06,6.279937435313664e-06,3.0801659191450242e-06,0.5515
2.045104665370411e-06,1.3859595007499206e-06,7.610176090800937e-07,1.6807662492098964e-06,0.5515
2.2249171095843204e-06,2.508680101041566e-06,2.3147194740418347e-06,1.4888530434062367e-06,0.5515
8.040638809453313e-07,2.806360745047029e-06,4.72937909737749e-06,8.699555530656491e-07,0.5515
1.0578959137313634e-06,1.14777937123479e-06,2.6301353574243617e-06,1.3853568696577342e-06,0.5515
1.916287519584241e-06,7.209084562320334e-07,2.665620260279799e-06,1.1014302466192416e-06,0.5515
8.928589108858754e-07,7.209278154632169e-07,1.9278546503330722e-06,6.447362840867711e-07,0.5515
1.0833583748110815e-06,8.999730998488366e-07,5.836193859892482e-07,3.6518716857634435e-07,0.5515
2.9878185686268095e-06,2.7910190805413466e-06,2.318906476655016e-06,2.5301370906708236e-06,0.5515
6.781361271797935e-07,5.00485402009579e-07,8.94994999391872e-07,4.853790415476692e-07,0.5515
1.2769333051088783e-06,1.2957061508045729e-06,3.577634369648745e-06,2.3079109822840633e-06,0.5515
1.7218315615876816e-06,9.367719644737408e-07,2.6506900022041005e-06,1.1825913426237005e-06,0.5515
2.366182792293486e-06,1.9448415222469623e-06,3.841356205694079e-06,2.7550664403522115e-06,0.5515
1.7445117808237255e-06,1.6672529503814927e-06,2.722407559402944e-06,2.593335901834556e-06,0.5515
5.177352372784668e-07,1.1243316250826772e-06,2.36911326064444e-06,2.7926672046382e-07,0.5515
1.0996336086005974e-06,1.454808547460036e-06,3.1212496552317555e-06,5.050894151280314e-07,0.5515
1.6507181614622984e-06,2.0435892586138016e-06,2.2943058571665133e-06,1.1005310393151165e-06,0.5515
2.2230619495322745e-06,1.5291878164489376e-06,1.872527235670422e-06,1.1222267419201515e-06,0.5515
1.1823541099224163e-06,6.039925076463283e-07,2.2406682905403985e-06,5.285258209126118e-07,0.5515
9.198877661520979e-07,2.2663601996848403e-06,2.5671123619487826e-06,2.0837858939151495e-06,0.5515
8.865466886392755e-07,2.3842515939439814e-07,2.9952346714752636e-06,1.5253556167567189e-06,0.5515
1.2261967285525132e-06,1.0178432749710808e-06,2.514418545246666e-06,1.1023287286024243e-06,0.5515
7.275578238487702e-06,3.969928522156832e-06,6.807986849242782e-06,3.4294907349387463e-06,0.5515
6.275215617144909e-07,7.560312207559623e-07,3.0182752953065965e-06,1.4724406897360875e-06,0.5515
1.587624031507262e-06,2.0675188806833006e-06,1.8543370774985743e-06,5.26551610466157e-07,0.5515
7.275434064338537e-07,7.509516133474436e-07,2.2389091163400802e-07,5.78152426885055e-07,0.5515
1.1880694121446714e-06,1.4920723669316602e-06,7.19869074737375e-07,1.1500132590260525e-06,0.5515
1.4111890421252436e-06,2.0023548290046223e-06,1.7251559618940338e-06,7.813659776343013e-07,0.5515
1.5800204631098353e-06,6.054003465301779e-07,1.7923494986054938e-06,1.2305834153409373e-06,0.5515
1.5189368763834534e-06,6.832332852555863e-07,5.152991851774298e-07,4.12169605421023e-07,0.5515
8.015502211786957e-07,9.369229442939949e-07,2.436066782844741e-06,1.3285580230623238e-06,0.5515
1.0213092184541147e-06,1.3585425534809151e-06,1.2203903499176834e-06,1.415997178286949e-06,0.5515
8.723732050578357e-07,2.3228315420629698e-07,7.702141602721945e-07,4.735540297674151e-07,0.5515
8.198595809523876e-07,2.1508460643110859e-07,2.1509866514072604e-06,1.4031933633763983e-06,0.5515
4.237082542949902e-07,9.65575125029874e-07,5.168768233616635e-07,6.477352997502811e-07,0.5515
1.7455831926869595e-06,1.1756316029182665e-07,1.5022454206720584e-06,4.252431941756226e-07,0.5515
4.086774430928405e-07,1.0711319287328887e-06,1.3499637470459146e-06,6.787522788914053e-07,0.5515
1.0793848793401833e-06,5.611877079449435e-07,1.3549587377737276e-06,5.000785418095838e-08,0.5515
3.2914288970423585e-06,3.3619238203148264e-06,4.937928945042843e-06,1.8305813280392662e-06,0.5515
3.2278089941605467e-06,2.90396990713752e-06,2.7299430358039192e-06,3.164307031773342e-06,0.5515
4.824253562585174e-06,5.76907215851425e-06,6.016290024867868e-06,4.704518540315625e-06,0.5515
