fea1,fea2,fea3,fea4,ans
5.266627851839273e-06,4.343151286430953e-06,1.5658376609610615e-05,5.148798044672189e-06,0.814
6.428942938830358e-06,4.306843900955813e-06,1.0151625053964627e-06,2.2392746724036862e-07,0.814
3.0910331786134365e-06,1.3475238416813033e-06,1.7372788124722096e-05,9.064718436740417e-06,0.814
2.3325091392776315e-06,1.8112951099455156e-06,9.501360720307043e-06,4.966178671070684e-06,0.814
9.012484438348348e-07,3.0797369847413375e-06,1.3688113825679993e-05,4.690975084491111e-06,0.814
3.5626341738773535e-06,1.7807662430892415e-06,1.1850127272180262e-05,4.455450803749522e-06,0.814
6.16850202502302e-07,2.770958826991095e-07,5.114674787179237e-06,3.3865459739913613e-06,0.814
5.033889774444444e-06,2.9099560784083764e-06,3.6532449158576e-06,2.6337238293582587e-06,0.814
2.140270839115338e-06,3.121397637209689e-06,1.2160136047493841e-05,6.590267232562411e-06,0.814
5.2601537881755185e-06,4.1540582100033835e-06,2.8857797011828248e-06,3.7877552792541154e-06,0.814
5.00808456391181e-06,5.38585275342426e-06,8.51365845478546e-06,4.956332128336009e-06,0.814
2.308251962439513e-06,3.6566442267999358e-06,1.2856790422403458e-05,5.451738850534536e-06,0.814
3.420682385694786e-06,3.844219229303063e-06,7.2749923492992964e-06,2.1556387543004366e-06,0.814
1.8156666967363727e-06,1.006570848690632e-06,3.3970995929169325e-06,1.5581913025625586e-06,0.814
1.6984250560212306e-06,1.8043901342631207e-06,1.1740979950774027e-05,5.602345729774341e-06,0.814
1.759962111780581e-06,1.2587710197899547e-06,9.548633193407599e-06,3.481089894419067e-06,0.814
1.2073321087853347e-06,1.2363930333447754e-06,1.465124699997322e-06,2.84753792797446e-06,0.814
9.541709110374951e-07,2.7650919366468807e-06,3.927289588381125e-06,5.12720275745526e-07,0.814
1.2307996219463378e-06,5.229861774401897e-07,6.9376600001643865e-06,3.5090730713512517e-06,0.814
9.712943425267094e-07,1.9020452337256415e-06,2.7520978509117013e-06,2.1147629478577628e-06,0.814
2.8231147157197157e-06,3.6752388931012043e-06,5.12270182171746e-06,3.064389656287645e-06,0.814
9.263007471424549e-07,1.849113987561702e-06,6.829819597598998e-06,3.5540751717717667e-06,0.814
1.7821712665116352e-06,3.177620730210639e-07,4.5590177864940165e-06,1.697453996523379e-06,0.814
4.898099344926788e-06,4.471070871812042e-06,3.585554372471403e-06,1.8647053143413292e-06,0.814
